round,client_id,mec_id,uplink_mbps,latency_ms,packet_loss,handover
25,2,3,0.4208,9.88754,0,0
25,3,2,0.4208,30.0321,0,0
25,4,2,0.4208,30.0313,0,0
25,5,1,0.4208,30.0313,0,0
25,6,2,0.4208,10.0304,0,0
25,7,3,0.4208,9.95897,0,0
25,8,3,0.4208,29.959,0,0
25,9,3,0.4208,10.0304,0,0
25,10,3,0.4208,29.9598,0,0
25,11,1,0.4208,10.0313,0,0
25,12,2,0.4208,9.88754,0,0
25,13,3,0.4208,9.88754,0,0
25,14,2,0.4208,29.959,0,0
25,15,2,0.4208,29.9598,0,0
25,16,2,0.4208,29.9598,0,0
25,17,2,0.4208,9.88842,0,0
25,18,3,0.4208,10.0313,0,0
25,19,3,0.4208,10.0304,0,0
26,0,3,0.4208,10.0304,0,0
26,1,3,0.4208,9.95897,0,0
26,2,3,0.4208,9.88754,0,0
26,3,2,0.4208,30.0321,0,0
26,4,2,0.4208,30.0313,0,0
26,5,1,0.4208,30.0313,0,0
26,6,2,0.4208,10.0304,0,0
26,7,3,0.4208,9.95897,0,0
26,8,3,0.4208,29.959,0,0
26,9,3,0.4208,10.0304,0,0
26,10,3,0.4208,29.9598,0,0
26,11,1,0.4208,10.0313,0,0
26,12,2,0.4208,9.88754,0,0
26,13,3,0.4208,9.88754,0,0
26,14,2,0.4208,29.959,0,0
26,15,2,0.4208,29.9598,0,0
26,16,2,0.4208,29.9598,0,0
26,17,2,0.4208,9.88842,0,0
26,18,3,0.4208,10.0313,0,0
26,19,3,0.4208,10.0304,0,0
27,0,3,0.4208,10.0304,0,0
27,1,3,0.4208,9.90253,0,0
27,2,3,0.4208,9.88754,0,0
27,3,2,0.4208,30.0321,0,0
27,4,2,0.4208,30.0313,0,0
27,5,1,0.4208,30.0313,0,0
27,6,2,0.4208,10.0304,0,0
27,7,3,0.4208,9.95897,0,0
27,8,3,0.4208,29.959,0,0
27,9,3,0.4208,9.97325,0,0
27,10,3,0.33664,30.0139,0,0
27,11,1,0.4208,10.0313,0,0
27,12,2,0.4208,9.88754,0,0
27,13,3,0.4208,10.0018,0,0
27,14,1,0.25248,30.0072,0,1
27,15,2,0.4208,29.9598,0,0
27,16,2,0.4208,29.9598,0,0
27,17,2,0.4208,9.88772,0,0
27,18,3,0.50496,9.98307,0,0
27,19,3,0.4208,10.0304,0,0
28,0,3,0.4208,10.0304,0,0
28,1,3,0.4208,9.88807,0,0
28,2,3,0.4208,9.88754,0,0
28,3,2,0.4208,30.0314,0,0
28,4,2,0.4208,29.7166,0,0
28,5,1,0.4208,30.0316,0,0
28,6,2,0.4208,10.0304,0,0
28,7,3,0.4208,9.98754,0,0
28,8,2,0.25248,29.7447,0,1
28,9,3,0.4208,9.95897,0,0
28,10,3,0.4208,30.0321,0,0
28,11,1,0.4208,18.0323,0,0
28,12,2,0.4208,9.91611,0,0
28,13,3,0.4208,10.0307,0,0
28,14,1,0.4208,30.0313,0,0
28,15,2,0.4208,29.9598,0,0
28,16,2,0.4208,29.9882,0,0
28,17,2,0.4208,9.94468,0,0
28,18,3,0.4208,9.95897,0,0
28,19,3,0.4208,10.0018,0,0
29,0,3,0.4208,10.0304,0,0
29,1,3,0.4208,9.88754,0,0
29,2,3,0.4208,9.88754,0,0
29,3,2,0.4208,30.0321,0,0
29,4,2,0.4208,29.2447,0,0
29,5,1,0.4208,30.0321,0,0
29,6,2,0.4208,10.0304,0,0
