round,client_id,mec_id,uplink_mbps,latency_ms,packet_loss
94,8,3,4.47731,162.518,0.808887
94,9,2,5.05802,164.624,0.804027
94,10,2,6.32042,160.745,0.772956
94,11,3,9.13978,279.1,0.714286
94,12,2,17.4211,81.1496,0.547301
94,13,1,9.89722,177.458,0.713765
94,14,3,7.13677,536.87,0.754209
94,15,2,4.59514,164.503,0.809582
94,16,1,45.7999,56.7376,0.0543308
94,17,3,28.1347,189.639,0.388995
94,18,3,7.364,161.148,0.751953
94,19,3,5.26,235.98,0.794307
95,0,1,10.8903,236.858,0.69976
95,1,2,6.37091,162.06,0.774476
95,2,3,5.30208,222.76,0.79337
95,3,2,17.0845,275.909,0.553762
95,4,3,29.2035,181.417,0.344212
95,5,2,13.777,155.377,0.624528
95,6,2,6.91795,160.201,0.762109
95,7,2,7.93629,397.699,0.756613
95,8,3,4.56147,162.767,0.809859
95,9,2,5.10851,164.507,0.80316
95,10,2,6.37091,160.64,0.772759
95,11,3,9.2071,278.154,0.715905
95,12,2,17.4464,81.2463,0.54775
95,13,2,9.93088,177.455,0.713157
95,14,3,7.17043,535.182,0.755926
95,15,2,4.62038,164.456,0.809172
95,16,1,46.3132,56.3729,0.0537616
95,17,3,28.4292,190.627,0.385435
95,18,3,7.43133,161.171,0.751804
95,19,3,5.32733,234.876,0.795088
96,0,1,11.0839,235.555,0.698453
96,1,1,6.49715,161.797,0.773075
96,2,3,5.41149,221.644,0.795343
96,3,2,17.1686,275.241,0.555839
96,4,3,29.4392,182.825,0.344212
96,5,2,13.8696,155.538,0.624511
96,6,2,7.06944,159.713,0.762026
96,7,2,7.9447,398.643,0.757607
96,8,3,4.71296,162.525,0.810641
96,9,2,5.14218,164.578,0.802482
96,10,2,6.43824,160.583,0.772225
96,11,3,9.36701,276.277,0.718341
96,12,2,17.4969,81.4606,0.54972
96,13,2,10.0319,177.401,0.713412
96,14,3,7.21251,533.044,0.757097
96,15,2,4.72979,164.462,0.808771
96,16,1,46.8266,56.0138,0.0532041
96,17,3,28.8164,190.985,0.383138
96,18,3,7.59965,160.827,0.751827
96,19,3,5.47882,232.784,0.795682
97,0,1,11.2859,234.244,0.69852
97,1,1,6.75805,161.576,0.773048
97,2,3,5.62189,218.999,0.797275
97,3,2,17.236,274.824,0.559219
97,4,3,29.6832,184.09,0.344886
97,5,2,13.9453,155.597,0.626009
97,6,2,7.14518,159.704,0.762786
97,7,2,7.97837,406.924,0.758412
97,8,3,4.96544,161.795,0.811406
97,9,2,5.18426,164.712,0.801985
97,10,2,6.53082,160.156,0.773048
97,11,3,9.55216,274.037,0.720727
97,12,2,17.5474,81.7013,0.551817
97,13,2,10.1329,177.229,0.71467
97,14,2,7.23776,531.709,0.759085
97,15,2,4.85603,164.135,0.809219
97,16,1,47.34,55.6682,0.0526581
97,17,3,29.3045,190.602,0.380384
97,18,3,7.80163,160.977,0.753028
97,19,3,5.66397,229.818,0.797106
98,0,1,11.4458,233.494,0.700749
98,1,1,7.01053,161.452,0.774854
98,2,3,5.74813,217.403,0.799001
98,3,2,17.3117,274.311,0.563197
98,4,3,29.9189,185.263,0.347544
98,5,2,14.0211,155.615,0.629642
98,6,2,7.28826,159.741,0.765029
98,7,2,8.08778,422.898,0.758368
98,8,3,5.04118,161.743,0.812823
98,9,2,5.18426,164.712,0.802664
98,10,2,6.69072,160.139,0.774854
98,11,3,9.68682,272.493,0.723397
98,12,2,17.7157,82.5293,0.55587
98,13,2,10.2339,177.139,0.71657
98,14,2,7.37242,524.629,0.761532
98,15,2,4.93178,164.168,0.810991
98,16,1,47.8534,55.3241,0.0521232
98,17,3,29.8011,189.662,0.37985
98,18,3,7.93629,161.023,0.755537
98,19,3,5.76496,228.478,0.798834
99,0,1,11.5299,233.107,0.699967
99,1,1,7.06102,161.337,0.776294
99,2,3,5.81546,216.817,0.799703
99,3,2,17.3454,274.066,0.566766
99,4,3,30.1377,186.589,0.349654
99,5,2,14.0884,155.642,0.632542
99,6,2,7.39766,159.715,0.766733
99,7,2,8.24768,425.261,0.757171
99,8,3,5.07485,161.798,0.813551
99,9,1,5.40307,160.115,0.80366
99,10,2,6.80013,160.153,0.776459
99,11,3,9.71206,272.158,0.72453
99,12,2,17.7578,82.7382,0.560007
99,13,2,10.318,177.02,0.714804
99,14,2,7.39766,523.343,0.762611
99,15,2,4.9991,164.479,0.811738
99,16,1,48.3583,55.0618,0.0515991
99,17,3,30.1966,189.898,0.377844
99,18,3,7.9447,160.98,0.757995
99,19,3,5.95853,224.239,0.799703
100,0,1,11.6225,232.673,0.698384
100,1,1,7.19568,161.318,0.777705
100,2,3,5.84912,216.409,0.800555
100,3,2,17.438,273.599,0.570752
100,4,3,30.3481,187.961,0.351722
100,5,2,14.2146,155.702,0.635548
100,6,2,7.48182,159.777,0.768729
100,7,2,8.55907,420.49,0.756488
100,8,3,5.11693,161.928,0.815081
100,9,1,5.8912,150.392,0.804309
100,10,2,6.88429,160.114,0.778521
100,11,3,9.80464,271.157,0.72613
100,12,2,17.8167,83.0236,0.563571
100,13,2,10.419,176.814,0.712257
100,14,2,7.48182,519.337,0.763506
100,15,2,5.06643,164.464,0.812796
100,16,1,48.8465,54.8616,0.0510854
100,17,3,30.6258,190.116,0.375551
100,18,3,7.97837,161.113,0.760405
100,19,3,6.3625,221.561,0.800392
101,0,1,11.7319,232.182,0.69861
101,1,1,7.35558,161.497,0.779573
101,2,3,5.93328,215.781,0.801875
101,3,2,17.5474,272.963,0.574822
101,4,3,30.5585,189.333,0.354396
101,5,2,14.3409,155.541,0.638817
101,6,2,7.63331,159.524,0.770685
101,7,2,8.79472,417.497,0.756949
101,8,3,5.15059,161.759,0.81658
101,9,1,6.3625,143.837,0.805915
101,10,2,6.98528,160.05,0.780543
101,11,3,9.89722,270.214,0.728022
101,12,2,17.9429,83.592,0.567712
101,13,2,10.5452,176.447,0.71267
101,14,2,7.5744,515.088,0.765514
101,15,2,5.13376,164.373,0.814641
101,16,1,49.3346,54.7828,0.0505818
101,17,3,30.954,190.486,0.374758
101,18,3,8.05411,161.142,0.762282
101,19,3,6.7328,221.443,0.801875
102,0,1,11.774,232.066,0.699952
102,1,1,7.42291,161.565,0.781405
102,2,3,5.95853,215.563,0.803489
102,3,2,17.5894,272.683,0.578653
102,4,3,30.7773,190.739,0.357017
102,5,2,14.4334,155.685,0.642023
102,6,2,7.71747,159.532,0.772284
102,7,2,8.93779,418.797,0.756921
102,8,3,5.16742,161.753,0.817731
102,9,1,6.85904,135.888,0.806849
102,10,2,7.09469,160.129,0.782525
102,11,3,9.92246,269.991,0.729877
102,12,2,18.0187,83.9032,0.571611
102,13,2,10.6294,176.309,0.714514
102,14,2,7.63331,512.344,0.767163
102,15,2,5.20109,164.2,0.816291
102,16,1,49.7722,54.5801,0.050088
102,17,3,31.2149,191.33,0.37558
102,18,3,8.07094,161.101,0.763802
102,19,3,7.06102,222.334,0.803008
103,0,1,11.8413,231.65,0.702424
103,1,1,7.49024,161.675,0.783236
103,2,3,6.00061,215.111,0.804785
103,3,2,17.6231,272.472,0.582317
103,4,3,31.0466,191.759,0.359531
103,5,2,14.4503,155.695,0.645223
103,6,2,7.76797,159.565,0.774045
103,7,2,8.98829,421.013,0.756615
103,8,3,5.20109,161.735,0.819363
103,9,1,7.33875,131.353,0.80843
103,10,2,7.11152,160.129,0.784503
103,11,3,9.98138,269.345,0.731897
103,12,2,18.0607,84.1247,0.575503
103,13,2,10.6547,176.271,0.717002
103,14,2,7.65856,511.186,0.769133
103,15,2,5.22634,164.205,0.817462
103,16,1,50.3193,54.5529,0.0503882
103,17,3,31.4927,192.011,0.376802
103,18,3,8.11302,161.006,0.76533
103,19,3,7.3135,225.461,0.80431
104,0,1,12.077,229.826,0.704175
104,1,1,7.63331,161.479,0.785311
104,2,3,6.08477,214.359,0.80634
104,3,2,17.6568,272.273,0.586158
104,4,3,31.2739,192.779,0.362053
104,5,2,14.4755,155.73,0.648148
104,6,2,7.81846,159.676,0.775895
104,7,2,8.98829,421.013,0.756434
104,8,3,5.26,161.625,0.820465
104,9,1,7.7848,127.231,0.809636
104,10,2,7.11994,160.15,0.786095
104,11,3,10.0319,268.862,0.733679
104,12,2,18.0607,84.1247,0.579253
104,13,2,10.6883,176.3,0.719397
104,14,2,7.67539,510.396,0.77103
104,15,2,5.26842,164.304,0.818424
104,16,1,50.8074,54.5263,0.0499058
104,17,3,31.8125,192.472,0.377903
104,18,3,8.18035,160.851,0.766635
104,19,3,7.5239,230.149,0.806026
105,0,1,12.3294,228.43,0.703404
105,1,1,7.93629,160.247,0.787346
105,2,3,6.20259,213.408,0.807088
105,3,2,17.7325,271.838,0.58915
105,4,3,31.3833,193.409,0.36406
105,5,2,14.4924,155.722,0.650396
105,6,2,7.86054,159.633,0.776465
105,7,2,8.98829,421.013,0.756879
105,8,3,5.39466,161.526,0.820612
105,9,1,8.31501,121.016,0.810508
105,10,2,7.11994,160.15,0.787191
105,11,3,10.1497,267.672,0.734649
105,12,1,18.1196,84.1318,0.582621
105,13,2,10.7388,176.203,0.721125
105,14,2,7.70064,509.221,0.772423
105,15,2,5.28525,164.216,0.819369
105,16,1,51.3208,54.2331,0.0494326
105,17,3,32.2249,192.589,0.378517
105,18,3,8.30659,160.7,0.767294
105,19,3,7.75114,233.871,0.806311
106,0,1,12.4978,227.511,0.702803
106,1,1,8.13827,159.92,0.785956
106,2,3,6.34566,212.16,0.806129
106,3,2,17.7914,271.418,0.591315
106,4,0,31.4001,193.822,0.365876
106,5,2,14.526,155.746,0.651832
106,6,2,7.92787,159.604,0.776255
106,7,2,8.98829,421.013,0.759008
106,8,3,5.52931,161.397,0.819218
106,9,1,8.77789,116.096,0.811672
106,10,3,7.18726,159.764,0.787804
106,11,3,10.2507,266.472,0.734216
106,12,1,18.3132,87.1238,0.585617
106,13,2,10.7893,176.1,0.722205
106,14,2,7.70064,509.221,0.773791
106,15,2,5.3105,164.169,0.81891
106,16,1,51.8257,53.984,0.0489683
106,17,3,32.7046,192.507,0.377271
106,18,3,8.42442,160.638,0.766092
106,19,3,7.91104,237.987,0.804743
107,0,1,12.6408,226.643,0.701907
107,1,1,8.33184,160.041,0.783219
107,2,3,6.42141,211.513,0.804577
107,3,2,17.8251,271.205,0.594203
107,4,2,31.4338,193.779,0.367353
107,5,2,14.5428,155.732,0.653852
107,6,2,7.96154,159.674,0.776354
107,7,2,9.31651,445.698,0.760793
107,8,3,5.61347,161.701,0.816781
107,9,1,9.21552,114.594,0.812815
107,10,3,7.27142,159.945,0.787948
107,11,3,10.3348,265.42,0.733028
107,12,1,18.5994,90.4954,0.587948
107,13,2,10.8061,176.095,0.722654
107,14,0,7.70064,509.221,0.775133
107,15,2,5.36099,164.223,0.818612
107,16,1,52.3054,53.9817,0.0485126
107,17,3,33.26,190.881,0.374371
107,18,3,8.51699,160.721,0.764607
107,19,3,8.06253,244.305,0.803966
108,0,1,12.8007,225.857,0.701784
108,1,1,8.55907,159.981,0.78159
108,2,3,6.53923,210.62,0.804262
108,3,2,17.884,270.874,0.596584
108,4,2,31.4927,193.741,0.368803
108,5,2,14.5513,155.757,0.655683
108,6,2,8.02045,159.77,0.7763
108,7,2,9.66998,437.963,0.761034
108,8,3,5.78179,161.746,0.816959
108,9,1,9.74573,111.553,0.814389
108,10,3,7.43133,159.843,0.787183
108,11,3,10.4863,264.008,0.733676
108,12,1,19.1716,91.2029,0.589027
108,13,2,10.8061,176.095,0.7237
108,14,3,7.81005,504.218,0.775242
108,15,2,5.36941,164.242,0.818773
108,16,1,52.7683,54.0672,0.0480653
108,17,3,33.765,188.589,0.37107
108,18,3,8.68531,160.355,0.765115
108,19,3,8.2056,249.789,0.80396
109,0,1,13.0869,224.494,0.70331
109,1,1,8.8368,159.631,0.782537
109,2,3,6.77488,208.355,0.804852
109,3,2,17.9261,270.674,0.59982
109,4,2,31.5432,193.648,0.370675
109,5,2,14.5765,155.829,0.657631
109,6,2,8.03728,159.869,0.776846
109,7,2,10.0066,431.39,0.760222
109,8,3,6.0511,161.013,0.818182
109,9,1,10.2086,108.115,0.812191
109,10,3,7.58282,159.846,0.78733
109,11,3,10.7136,261.648,0.73551
109,12,1,19.6682,89.6204,0.592182
109,13,2,10.8061,176.095,0.724577
109,14,3,8.00362,495.823,0.776696
109,15,2,5.38624,164.169,0.81953
109,16,1,53.1555,54.382,0.0479257
109,17,3,34.2868,186.169,0.369627
109,18,3,8.86205,160.31,0.766961
109,19,3,8.3655,255.028,0.801558
110,0,1,13.3057,223.457,0.704066
110,1,1,9.02195,159.758,0.781538
110,2,3,6.9937,206.561,0.80558
110,3,2,18.0102,270.208,0.601365
110,4,2,31.5937,193.614,0.372663
110,5,2,14.6018,155.812,0.658652
110,6,2,8.14669,159.852,0.777085
110,7,2,10.5957,411.031,0.75705
110,8,3,6.27834,161.149,0.819086
110,9,1,10.6378,107.362,0.805135
110,10,3,7.7848,159.773,0.787771
110,11,3,10.9913,258.344,0.736123
110,12,1,20.0217,90.0388,0.594687
110,13,1,10.9745,175.578,0.725141
110,14,3,8.26451,485.007,0.777382
110,15,2,5.43674,164.207,0.819828
110,16,1,53.5258,54.7713,0.0477887
110,17,3,34.7749,184.203,0.36821
110,18,3,9.07245,160.174,0.768477
110,19,3,8.54224,259.149,0.795785
111,0,1,13.4824,222.437,0.705104
111,1,1,9.16502,160.045,0.781438
111,2,3,7.23776,205.358,0.806148
111,3,2,18.1028,269.701,0.603471
111,4,2,31.6526,193.633,0.374614
111,5,2,14.6438,155.828,0.65892
111,6,2,8.24768,159.967,0.776144
111,7,2,11.1007,393.54,0.754964
111,8,3,6.48874,160.709,0.820121
111,9,1,11.0418,106.333,0.798941
111,10,3,8.02045,159.467,0.78791
111,11,3,11.2354,256.149,0.737167
111,12,1,20.4256,90.8241,0.596117
111,13,1,11.2522,175.082,0.725548
111,14,3,8.48333,476.175,0.777467
111,15,2,5.48723,164.252,0.820121
111,16,1,53.753,55.1669,0.0478011
111,17,3,35.2125,182.724,0.367995
111,18,3,9.2576,160.061,0.769378
111,19,3,8.71056,263.59,0.790999
112,0,1,13.6928,221.664,0.706851
112,1,1,9.22394,159.971,0.782362
112,2,3,7.39766,204.259,0.80758
112,3,2,18.1533,269.441,0.606122
112,4,2,31.6694,193.635,0.376531
112,5,2,14.6859,155.875,0.660641
112,6,2,8.32342,160.111,0.777114
112,7,2,11.6141,377.333,0.75481
112,8,3,6.69072,159.982,0.821429
112,9,1,11.4458,105.278,0.791837
112,10,3,8.18877,159.357,0.788047
112,11,3,11.4458,254.366,0.739067
112,12,1,20.8128,90.5819,0.598688
112,13,1,11.4626,174.365,0.726676
112,14,3,8.64323,470.489,0.778426
112,15,2,5.55456,164.188,0.820845
112,16,1,54.0223,55.6333,0.0476676
112,17,3,35.7259,180.618,0.368513
112,18,3,9.50166,159.782,0.771137
112,19,3,8.86205,268.114,0.787318
113,0,1,13.8948,220.696,0.708279
113,1,2,9.24918,159.837,0.782835
113,2,3,7.58282,203.509,0.808698
113,3,2,18.2038,269.171,0.609305
113,4,2,31.7199,193.6,0.377402
113,5,2,14.7196,155.932,0.663488
113,6,2,8.34867,160.191,0.778356
113,7,2,12.0601,365.155,0.756249
113,8,3,6.83379,159.604,0.822425
113,9,1,11.8497,104.541,0.78558
113,10,3,8.31501,159.459,0.789626
113,11,3,11.5552,253.44,0.7405
113,12,1,21.3514,89.4971,0.601792
113,13,1,11.6646,173.98,0.728941
113,14,3,8.7863,465.356,0.780379
113,15,2,5.58822,163.939,0.821991
113,16,1,54.4347,55.9772,0.047681
113,17,3,36.1888,179.147,0.370178
113,18,3,9.66998,159.602,0.772432
113,19,3,9.00512,272.798,0.784858
114,0,1,14.0126,220.254,0.706531
114,1,2,9.24918,159.837,0.782154
114,2,3,7.72589,202.738,0.808794
114,3,2,18.2038,269.171,0.612002
114,4,2,31.7536,193.561,0.379261
114,5,2,14.7196,155.932,0.666285
114,6,2,8.3655,160.188,0.779433
114,7,2,12.3884,361.766,0.758379
114,8,3,6.91795,159.298,0.822973
114,9,1,12.3799,102.305,0.779576
114,10,3,8.44125,159.674,0.791464
114,11,3,11.6982,252.402,0.741621
114,12,1,21.8059,88.715,0.605271
114,13,1,11.8497,173.847,0.730593
114,14,3,8.8873,462.039,0.782011
114,15,2,5.59664,163.918,0.822973
114,16,1,54.8892,56.131,0.0476941
114,17,3,36.5254,179.316,0.369522
114,18,3,9.80464,159.762,0.773417
114,19,3,9.13978,277.601,0.783157
115,0,1,14.223,219.604,0.704955
115,1,2,9.28285,159.865,0.779071
115,2,3,7.84371,201.798,0.80832
115,3,2,18.2038,269.171,0.614227
115,4,2,31.7956,193.546,0.383643
115,5,1,14.8458,154.843,0.668891
115,6,2,8.3655,160.188,0.780775
115,7,2,12.8428,355.657,0.760471
115,8,3,7.11994,158.169,0.822093
115,9,1,12.8933,99.2763,0.772824
115,10,3,8.52541,159.535,0.79327
115,11,3,11.8834,250.769,0.742155
115,12,1,22.3192,87.7919,0.606276
115,13,1,12.0854,173.34,0.732074
115,14,3,8.9967,458.575,0.783473
115,15,2,5.61347,163.91,0.824223
115,16,1,55.3857,55.9927,0.047281
115,17,3,36.9378,179.93,0.368593
115,18,3,9.98138,159.726,0.77325
115,19,3,9.27443,282.085,0.781343
116,0,1,14.3493,218.951,0.70411
116,1,2,9.29126,159.849,0.777449
116,2,3,8.03728,200.476,0.807855
116,3,2,18.2038,269.171,0.616554
116,4,2,31.8377,193.52,0.388936
116,5,1,15.3592,150.519,0.671171
116,6,2,8.3655,160.188,0.781391
116,7,2,13.3646,342.778,0.762528
116,8,3,7.43133,160.192,0.821368
116,9,1,13.373,97.4196,0.76647
116,10,3,8.63482,159.651,0.793778
116,11,3,12.0433,249.556,0.742117
116,12,1,22.841,86.4066,0.606419
116,13,1,12.3042,173.231,0.733671
116,14,3,9.12294,454.448,0.785332
116,15,2,5.6303,163.941,0.825169
116,16,1,55.9075,55.714,0.046875
116,17,3,37.3755,179.462,0.36585
116,18,3,10.0908,159.958,0.773226
116,19,3,9.40909,286.705,0.780405
117,0,1,14.5008,218.301,0.704955
117,1,2,9.29126,159.849,0.776274
117,2,3,8.11302,200.038,0.808234
117,3,2,18.2122,269.147,0.618842
117,4,2,31.8461,193.516,0.393161
117,5,1,15.8726,146.494,0.673692
117,6,0,8.3655,160.188,0.782694
117,7,2,13.878,331.177,0.759107
117,8,3,7.67539,165.436,0.821493
117,9,1,13.8022,95.6458,0.760921
117,10,3,8.76106,159.697,0.794278
117,11,3,12.1443,248.806,0.743475
117,12,1,23.3376,85.1025,0.605024
117,13,1,12.4557,173.104,0.735659
117,14,3,9.24918,450.606,0.78716
117,15,2,5.6303,163.941,0.82596
117,16,1,56.4209,55.4496,0.0471738
117,17,3,37.7626,179.919,0.363015
117,18,3,10.1244,159.933,0.773203
117,19,3,9.53533,291.322,0.779902
118,0,1,14.5681,218.032,0.704262
118,1,2,9.29126,159.849,0.774426
118,2,3,8.18035,199.7,0.807777
118,3,2,18.2122,269.147,0.621506
118,4,2,31.8461,193.516,0.39773
118,5,1,16.3775,142.884,0.676308
118,6,3,8.39075,160.29,0.783698
118,7,2,14.3998,320.073,0.755328
118,8,3,7.88579,171.137,0.819817
118,9,1,14.2904,95.1305,0.755051
118,10,3,8.81155,159.815,0.793247
118,11,3,12.2116,248.389,0.742596
118,12,1,23.649,86.2841,0.600055
118,13,1,12.5651,173.188,0.737891
118,14,3,9.29968,448.996,0.786742
118,15,2,5.6303,163.941,0.82729
118,16,1,56.9258,55.257,0.0476059
118,17,3,38.0992,180.401,0.35995
118,18,3,10.2002,159.872,0.772211
118,19,3,9.64474,295.948,0.779269
119,0,1,14.5933,217.953,0.702484
119,1,2,9.29126,159.849,0.771648
119,2,3,8.2056,199.531,0.805544
119,3,2,18.2291,269.102,0.623713
119,4,2,31.8461,193.516,0.401537
119,5,1,16.8236,141.473,0.678606
119,6,3,8.44966,160.365,0.785097
119,7,2,14.8963,310.276,0.75175
119,8,3,8.07094,176.7,0.817483
119,9,1,14.7028,96.0506,0.74928
119,10,3,8.84522,159.864,0.792507
119,11,3,12.2537,248.157,0.740908
119,12,1,23.8257,88.7523,0.595169
119,13,1,12.5988,173.195,0.740085
119,14,3,9.31651,448.567,0.785234
119,15,2,5.63872,163.894,0.828462
119,16,1,57.3635,55.5293,0.0485797
119,17,3,38.318,181.133,0.356937
119,18,3,10.2339,159.961,0.771236
119,19,3,9.75414,301.221,0.77851
120,0,1,14.6102,217.92,0.701551
120,1,2,9.29968,159.862,0.770142
120,2,3,8.2561,199.386,0.80294
120,3,2,18.2627,268.904,0.625204
120,4,2,31.8461,193.516,0.405961
120,5,1,17.1518,142.908,0.680866
120,6,3,8.49174,160.39,0.785248
120,7,2,15.2161,306.468,0.745509
120,8,3,8.23085,183.083,0.815324
120,9,1,14.8374,97.9762,0.744829
120,10,3,8.87888,159.869,0.790147
120,11,3,12.3126,247.644,0.73816
120,12,1,23.9099,90.7515,0.592406
120,13,1,12.6072,173.193,0.738704
120,14,3,9.33334,448.023,0.782662
120,15,2,5.63872,163.894,0.828661
120,16,1,57.7001,56.5737,0.0511704
120,17,3,38.377,181.413,0.354382
120,18,3,10.3096,159.996,0.769461
120,19,3,9.77939,302.941,0.77749
121,0,1,14.6102,217.92,0.700634
121,1,2,9.34176,159.995,0.770279
121,2,3,8.27293,199.362,0.800918
121,3,2,18.288,268.811,0.62721
121,4,2,31.8882,193.512,0.410042
121,5,1,17.3454,144.799,0.682548
121,6,3,8.55066,160.377,0.785261
121,7,2,15.6622,301.315,0.739371
121,8,3,8.39917,189.551,0.813065
121,9,1,14.9468,99.535,0.739911
121,10,3,8.92938,159.854,0.78877
121,11,3,12.3463,247.419,0.736672
121,12,1,23.9099,90.7515,0.589688
121,13,1,12.624,173.222,0.736402
121,14,3,9.36701,447.04,0.781077
121,15,2,5.65555,163.847,0.829397
121,16,1,57.9778,57.6447,0.0553381
121,17,3,38.3854,181.468,0.352544
121,18,3,10.3685,159.959,0.768525
121,19,3,9.77939,302.941,0.776623
122,0,1,14.627,217.848,0.7
122,1,2,9.40067,160.164,0.771486
122,2,3,8.30659,199.192,0.799866
122,3,2,18.288,268.811,0.629451
122,4,2,31.9471,193.474,0.414458
122,5,1,17.6315,146.961,0.684739
122,6,3,8.58432,160.382,0.78581
122,7,2,16.0156,296.622,0.733333
122,8,3,8.60957,194.926,0.811647
122,9,1,15.0815,101.515,0.734806
122,10,3,8.96304,159.896,0.787818
122,11,3,12.4304,246.468,0.735877
122,12,1,23.9099,90.7515,0.586479
122,13,1,12.6745,173.182,0.735074
122,14,3,9.38384,446.49,0.780321
122,15,2,5.66397,163.91,0.829585
122,16,1,58.1377,58.4863,0.0585007
122,17,2,38.4022,181.446,0.349799
122,18,3,10.4022,159.875,0.766667
122,19,3,9.78781,305.395,0.776037
123,0,1,14.7196,217.529,0.699509
123,1,2,9.43434,160.27,0.773071
123,2,3,8.34026,198.953,0.798964
123,3,2,18.3216,268.647,0.631789
123,4,2,31.964,193.462,0.418404
123,5,1,18.2964,144.949,0.686761
123,6,3,8.71898,160.329,0.787279
123,7,2,16.0493,297.055,0.727393
123,8,3,8.89571,197.976,0.810782
123,9,1,15.5359,104.294,0.730846
123,10,3,9.02195,159.973,0.787412
123,11,3,12.7418,245.489,0.736024
123,12,1,23.9099,90.7515,0.581862
123,13,1,12.8681,172.778,0.734298
123,14,3,9.49325,443.178,0.780109
123,15,2,5.6808,163.913,0.830833
123,16,1,58.2387,58.6881,0.0598858
123,17,2,38.4443,181.621,0.346966
123,18,3,10.4863,159.805,0.766167
123,19,3,9.81306,314.365,0.775727
124,0,1,14.7869,217.209,0.699289
124,1,2,9.48483,160.375,0.774895
124,2,3,8.34026,198.953,0.798736
124,3,2,18.389,268.286,0.634747
124,4,2,32.0145,193.396,0.422418
124,5,1,18.7761,142.546,0.689278
124,6,3,8.81155,160.424,0.788725
124,7,1,16.1335,296.771,0.724447
124,8,3,9.15661,201.154,0.811117
124,9,1,15.8978,104.235,0.725632
124,10,3,9.07245,160.077,0.787408
124,11,3,13.0953,245.683,0.736038
124,12,1,23.994,95.2281,0.577713
124,13,1,13.028,172.35,0.733667
124,14,3,9.54374,441.657,0.7799
124,15,2,5.71446,164.09,0.831928
124,16,1,58.2976,58.7836,0.0603267
124,17,2,38.621,184.4,0.346549
124,18,3,10.5368,159.731,0.76607
124,19,3,9.82989,321.254,0.775421
125,0,1,14.829,217.054,0.699203
125,1,2,9.58582,160.655,0.776166
125,2,2,8.55066,194.95,0.798118
125,3,2,18.4395,267.96,0.637658
125,4,2,32.065,193.355,0.426499
125,5,1,19.2558,142.42,0.689534
125,6,3,8.87888,160.589,0.790409
125,7,1,16.2345,296.601,0.720502
125,8,3,9.53533,202.139,0.809094
125,9,1,16.2597,107.606,0.719848
125,10,3,9.10611,160.059,0.787796
125,11,3,13.4824,244.955,0.735529
125,12,1,24.1203,95.5417,0.573501
125,13,1,13.1037,172.243,0.731739
125,14,3,9.55216,441.426,0.780217
125,15,2,5.80704,164.225,0.833007
125,16,1,58.6006,58.913,0.0601071
125,17,2,38.7978,185.375,0.345485
125,18,3,10.5873,159.76,0.764929
125,19,3,9.85514,334.514,0.77499
126,0,1,15.0226,216.267,0.699767
126,1,2,9.70365,160.628,0.777807
126,2,2,9.07245,185.425,0.796863
126,3,2,18.4815,267.731,0.640524
126,4,2,32.1407,193.303,0.430386
126,5,1,19.7944,142.032,0.684081
126,6,3,9.00512,160.853,0.792066
126,7,1,16.4364,294.848,0.714804
126,8,3,9.9393,201.999,0.805159
126,9,1,16.7226,109.809,0.714804
126,10,3,9.19027,160.131,0.787788
126,11,3,13.7854,245.131,0.734898
126,12,1,24.3138,95.9646,0.568966
126,13,1,13.2889,172.052,0.731268
126,14,3,9.55216,441.426,0.779751
126,15,2,5.83229,164.372,0.834198
126,16,1,59.114,58.6358,0.0596318
126,17,2,38.9829,186.881,0.344309
126,18,3,10.6462,159.87,0.765362
126,19,3,9.8888,345.998,0.774695
127,0,1,15.2414,215.309,0.69955
127,1,2,9.84672,160.82,0.77955
127,2,2,9.52691,178.155,0.797299
127,3,2,18.5825,267.18,0.643215
127,4,2,32.2249,193.209,0.434855
127,5,1,20.3415,139.307,0.678714
127,6,3,9.14819,160.834,0.793698
127,7,1,16.6637,292.75,0.709196
127,8,3,10.3769,201.75,0.803087
127,9,1,17.1602,108.827,0.709968
127,10,3,9.31651,160.293,0.787267
127,11,3,14.0211,246.885,0.735434
127,12,1,24.5411,96.5203,0.564502
127,13,1,13.4824,171.61,0.730675
127,14,2,9.55216,441.426,0.779807
127,15,2,5.89962,164.377,0.835498
127,16,1,59.6189,58.377,0.059164
127,17,2,39.1933,187.799,0.343151
127,18,3,10.7388,159.878,0.766559
127,19,3,9.9393,358.382,0.774534
128,0,1,15.3592,214.865,0.701251
128,1,2,9.85514,160.798,0.781266
128,2,2,9.73731,179.841,0.797984
128,3,2,18.5909,267.156,0.645993
128,4,2,32.2501,193.21,0.439255
128,5,1,20.8464,136.927,0.67343
128,6,3,9.36701,161.013,0.794666
128,7,1,16.8404,291.501,0.703675
128,8,3,10.9324,193.701,0.801429
128,9,1,17.5474,109.455,0.704952
128,10,3,9.45958,160.13,0.78854
128,11,3,14.1557,248.837,0.7366
128,12,1,24.6336,96.7198,0.562277
128,13,1,13.5498,171.554,0.731623
128,14,2,9.55216,441.426,0.781138
128,15,2,5.91645,164.407,0.836779
128,16,1,60.1155,58.1956,0.0587034
128,17,2,39.3196,189.079,0.343415
128,18,3,10.8903,159.858,0.767356
128,19,3,10.0319,365.527,0.77463
129,0,1,15.477,214.564,0.703178
129,1,2,9.85514,160.798,0.782956
129,2,2,10.015,183.779,0.799164
