round,client_id,mec_id,uplink_mbps,latency_ms,packet_loss
32,5,1,4.59514,239.47,0.470916
32,6,2,1.54854,175.562,0.630754
32,7,2,1.4223,170.723,0.64087
32,8,3,0.706944,177.229,0.660091
32,9,2,1.36339,169.355,0.64087
32,10,2,1.4728,170.149,0.635812
32,11,3,5.47882,355.573,0.381892
32,12,2,12.5062,50.5071,0.00708144
32,13,2,1.81786,306.51,0.613556
32,14,2,4.19958,608.674,0.485078
32,15,2,1.24557,170.722,0.647446
32,16,1,15.6369,81.9729,0.0591806
32,17,3,5.33574,405.343,0.562468
32,18,1,1.11933,160.832,0.637835
32,19,2,1.22032,477.62,0.623166
33,0,3,3.03818,450.314,0.533366
33,1,2,1.08566,177.905,0.665358
33,2,3,0.690112,521.228,0.671737
33,3,3,11.7487,194.75,0.138862
33,4,1,14.4587,86.7631,0.131011
33,5,1,4.59514,239.47,0.484298
33,6,2,1.55696,176.222,0.640334
33,7,2,1.4223,170.723,0.650147
33,8,3,0.706944,177.229,0.670265
33,9,2,1.36339,169.355,0.650638
33,10,2,1.4728,170.149,0.645731
33,11,3,5.47882,355.573,0.395976
33,12,2,12.5062,50.5071,0.00736016
33,13,2,1.81786,306.51,0.624141
33,14,2,4.29216,614.699,0.493131
33,15,2,1.25398,171.143,0.657998
33,16,1,16.1503,80.458,0.0574092
33,17,3,5.59664,399.964,0.57262
33,18,1,1.12774,160.865,0.647203
33,19,2,1.22032,477.62,0.633955
34,0,3,3.04659,449.646,0.546451
34,1,2,1.08566,177.905,0.675083
34,2,3,0.690112,521.228,0.679848
34,3,3,11.9171,198.806,0.15293
34,4,1,14.8458,90.0008,0.143402
34,5,1,4.59514,239.47,0.491186
34,6,2,1.55696,176.222,0.64888
34,7,2,1.4223,170.723,0.659362
34,8,3,0.706944,177.229,0.679848
34,9,2,1.37181,170.005,0.659838
34,10,2,1.4728,170.149,0.654121
34,11,3,5.47882,355.573,0.41353
34,12,2,12.5062,50.5071,0.0276322
34,13,2,1.81786,306.51,0.634588
34,14,2,4.38474,620.436,0.505955
34,15,2,1.25398,171.143,0.667461
34,16,1,16.6637,79.0729,0.0557408
34,17,3,5.98378,389.809,0.574559
34,18,1,1.13616,161.255,0.656027
34,19,2,1.22032,477.62,0.64364
35,0,3,3.04659,449.646,0.558796
35,1,2,1.08566,177.905,0.684259
35,2,3,0.690112,521.228,0.688889
35,3,3,12.0854,202.529,0.166204
35,4,1,15.2498,92.9082,0.139352
35,5,1,4.59514,239.47,0.499537
35,6,2,1.55696,176.222,0.658796
35,7,2,1.4223,170.723,0.668981
35,8,3,0.706944,177.229,0.688426
35,9,2,1.37181,170.005,0.669444
35,10,2,1.4728,170.149,0.663889
35,11,3,5.47882,355.573,0.430093
35,12,2,12.5062,50.5071,0.0550926
35,13,2,1.81786,306.51,0.644444
35,14,2,4.47731,625.926,0.519907
35,15,2,1.25398,171.143,0.676852
35,16,1,17.1771,77.7617,0.0541667
35,17,3,6.38774,378.597,0.570833
35,18,1,1.13616,161.255,0.665741
35,19,2,1.22032,477.62,0.653704
36,0,3,3.06342,448.05,0.570014
36,1,2,1.08566,177.905,0.69113
